Annee (0);jour (0);mois (0);dist ÌÊ la cÌ«te (nq);zone;lat (0);long(0);type(0);pavillon;statut de l'attaque(0);type d'attaque(0);Nombre P  Min;Nombre P  max;nombre embarcation;Vol ÌÊ bord; Kidnapping;blessÌ©es; meurtre;Knives ;RPG;descriptif;latitude;longitude;quinzaine_week;new_type;newDescriptif;Guns;mousson;distance au port
2010.0;30.0;9.0;;BCD;00:53.02S;104:18.46E;Tug;Singapore;Steaming;Boarded;12;12;;1;0;0;0;1;0;twelve pirates armed with knives boarded the tug towing a barge. crew enforced anti piracy measures and contacted owners. owners contacted the imb piracy reporting centre and requested assistance.  the centre immediately relayed the message to the authorities for assistance. when pirates could not enter the accommodation they  disembarked and proceeded to board the barge.  pirates stole ship's stores and equipment and lowered them into the boat. a naval patrol craft contacted the tug and arrived at the location.;-0.883888888889;104.312777778;18.0;Tug;twelve pirates armed with knives boarded the tug towing a barge. crew enforced anti piracy measures and contacted owners. owners contacted the imb piracy reporting centre and requested assistance.  the centre immediately relayed the message to the authorities for assistance. when pirates could not enter the accommodation they  disembarked and proceeded to board the barge.  pirates stole ship's stores and equipment and lowered them into the boat. a naval patrol craft contacted the tug and arrived at the location.;0;1;219.778313123
2010.0;3.0;10.0;;BCD;01:22.16N;104:21.01E;Container;Germany;Anchored;Boarded;-1;-1;;1;0;0;0;0;0;robbers boarded the ship at anchor and stole ship's properties. duty a/b on patrol raised alarm upon noticing three padlocks on main deck compartments were broken. crew mustered and searched the ship but the robbers had already escaped.;1.37111111111;104.350277778;19.0;Other;robbers boarded the ship at anchor and stole ship's properties. duty a/b on patrol raised alarm upon noticing three padlocks on main deck compartments were broken. crew mustered and searched the ship but the robbers had already escaped.;0;0;42.7125263634
2010.0;12.0;10.0;;BCD;01:18.3N;104:12.1E;Product Tanker;Singapore;Anchored;Boarded;-1;-1;;1;0;0;0;0;0;unknown number of robbers boarded the tanker at anchor.  robbers broke the padlock of ffa locker and stole ship's stores.robbers escaped unnoticed.;1.30083333333;104.200277778;19.0;Tanker;unknown number of robbers boarded the tanker at anchor.  robbers broke the padlock of ffa locker and stole ship's stores.robbers escaped unnoticed.;0;0;26.7753711643
2010.0;14.0;10.0;;BCD;02:06.17S;108:45.6E;Tanker;Singapore;Steaming;Boarded;6;6;;1;1;1;0;1;0;six pirates armed with long knives boarded the tanker underway. they took hostage three crew members and forced entry into master's cabin. before escaping the pirates stole cash and personal belongings from the master and some crew members. upon mustering the crew it was noticed that one crew was slightly injured on the neck and another had his hands tied.;-2.10472222222;108.751666667;19.0;Tanker;six pirates armed with long knives boarded the tanker underway. they took hostage three crew members and forced entry into master's cabin. before escaping the pirates stole cash and personal belongings from the master and some crew members. upon mustering the crew it was noticed that one crew was slightly injured on the neck and another had his hands tied.;0;0;141.788706841
2010.0;16.0;10.0;;BCD;06:02.6S;106:54.1E;Bulk Carrier;Norway;Anchored;Boarded;4;4;;1;0;0;0;0;0;four robbers boarded the ship at anchor. duty motorman noticed that the engine store room padlock was broken and he raised alarm. the robbers stole ship's properties and escaped.;-6.035;106.900277778;20.0;Vehicle Carrier;four robbers boarded the ship at anchor. duty motorman noticed that the engine store room padlock was broken and he raised alarm. the robbers stole ship's properties and escaped.;0;0;7.1882001257
2010.0;16.0;10.0;;BCD;00:01.20S;117:36.26E;Bulk Carrier;Italy;Anchored;Boarded;2;2;;1;0;0;0;0;0;two robbers boarded the ship at anchor. the duty crew noticed that the forward store's padlock was broken and he raised alarm. upon hearing the alarm, the robbers jumped overboard and escaped with stolen stores in a small motor boat.;-0.0222222222222;117.607222222;20.0;Vehicle Carrier;two robbers boarded the ship at anchor. the duty crew noticed that the forward store's padlock was broken and he raised alarm. upon hearing the alarm, the robbers jumped overboard and escaped with stolen stores in a small motor boat.;0;0;10.2660486524
2010.0;20.0;10.0;;BCD;01:24N;104:34E;Product Tanker;Panama;Anchored;Boarded;-1;-1;;1;0;0;0;0;0;unknown number of robbers boarded the tanker at anchor. robbers broke into the steering gear room and stole tanker's properties. duty 2/o on safety and security rounds noticed bare-foot marks near the steering gear room and engine room and raised alarm. robbers escaped.;1.4;104.566666667;20.0;Tanker;unknown number of robbers boarded the tanker at anchor. robbers broke into the steering gear room and stole tanker's properties. duty 2/o on safety and security rounds noticed bare-foot marks near the steering gear room and engine room and raised alarm. robbers escaped.;0;0;66.797552016
2010.0;20.0;10.0;;BCD;14:32.2N;120:54.9E;Container;Egypt;Anchored;Boarded;-1;-1;;1;0;0;0;0;0;robbers in two motor boats boarded the ship via anchor chain. bosun noticed unusual movements on the forecastle deck and informed duty officer. alarm raised, crew mustered and fire hoses used to prevent robbers from entering forward store. during this time, another group of robbers boarded the ship from the stbd side. due to crew alertness, robbers jumped overboard and escaped in their speed boats with stolen ship's property.;14.5338888889;120.9025;20.0;Other;robbers in two motor boats boarded the ship via anchor chain. bosun noticed unusual movements on the forecastle deck and informed duty officer. alarm raised, crew mustered and fire hoses used to prevent robbers from entering forward store. during this time, another group of robbers boarded the ship from the stbd side. due to crew alertness, robbers jumped overboard and escaped in their speed boats with stolen ship's property.;0;0;10.065879555
2010.0;24.0;10.0;;BCD;01:00.8S;104:28.8E;Tug;Singapore;Steaming;Boarded;11;11;;0;0;0;0;1;0;eleven pirates armed with long knives in two wooden boats came alongside a tug towing an empty barge underway. they boarded the tug and demanded  marine gas oil (mgo). crew refused to give mgo as the tug needs it to reach until palembang. under long knives threat, the pirates took three drums of mgo and left the vessel. no injuries to crew. local authorities informed.;-1.00222222222;104.468888889;20.0;Tug;eleven pirates armed with long knives in two wooden boats came alongside a tug towing an empty barge underway. they boarded the tug and demanded  marine gas oil (mgo). crew refused to give mgo as the tug needs it to reach until palembang. under long knives threat, the pirates took three drums of mgo and left the vessel. no injuries to crew. local authorities informed.;0;0;221.448235813
2010.0;6.0;11.0;;BCD;01:01N;106:41E;Bulk Carrier;Panama;Steaming;Boarded;6;6;;1;1;0;0;1;0;six pirates armed with long knives boarded the ship underway. pirates entered the bridge and tied the hands of six watch keepers. pirates took the hostages to master's cabin and stole ship's cash and personal properties. pirates escaped with their boat. all crew members are safe.;1.01666666667;106.683333333;21.0;Vehicle Carrier;six pirates armed with long knives boarded the ship underway. pirates entered the bridge and tied the hands of six watch keepers. pirates took the hostages to master's cabin and stole ship's cash and personal properties. pirates escaped with their boat. all crew members are safe.;0;0;299.113567415
2010.0;7.0;11.0;;BCD;01:42N;101:27E;Product Tanker;Panama;Anchored;Boarded;2;2;;0;0;0;0;0;0;two robbers boarded the tanker at anchor. ship's crew on duty spotted the robbers and raised the alarm. the robbers jumped into the water and escaped. no injuries to ship crew and port authorities were informed.;1.7;101.45;21.0;Tanker;two robbers boarded the tanker at anchor. ship's crew on duty spotted the robbers and raised the alarm. the robbers jumped into the water and escaped. no injuries to ship crew and port authorities were informed.;0;0;2.61448837694
2010.0;16.0;11.0;;BCD;01:01.7N;106:40.0E;Bulk Carrier;Liberia;Steaming;Boarded;8;8;;1;0;0;0;1;0;eight pirates armed with long knives boarded the ship. they stole ship's cash and crew personal belongings and escaped.;1.01861111111;106.666666667;22.0;Vehicle Carrier;eight pirates armed with long knives boarded the ship. they stole ship's cash and crew personal belongings and escaped.;0;0;297.249437549
