Annee (0);jour (0);mois (0);dist cote (nq);zone;lat (0);long(0);type(0);pavillon;statut de l'attaque(0);type d'attaque(0);Nombre P  Min;Nombre P  max;nombre embarcation;Vol a bord; Kidnapping;blessees; meurtre;Knives ;RPG;descriptif;latitude;longitude;quinzaine_week;newDescriptif;Guns;mousson;distance au port;distance_shorline;lat_area;lon_area;large_area;distance a la base de pirate
2010;3;3;;BCD;13:37.0N;042:58.5E;Chemical Tanker;Liberia;Steaming;Attempted;2;2;;0;0;0;0;0;0;Two pirates in two different boats chased and attempted to board the tanker underway.  Master carried out evasive manoeuvres, mustered all crew and started water spray.  Master contacted a coalition warship and the warship responded immediately. No injuries to crew and no damage to ship.;13.6166666667;42.9680555556;5.0;two pirates in two different boats chased and attempted to board the tanker underway.  master carried out evasive manoeuvres, mustered all crew and started water spray.  master contacted a coalition warship and the warship responded immediately. no injuries to crew and no damage to ship.;0;0;134.665845111;33.4497326959;5.0;5.0;G;721.585193346
2010;8;3;;BCD;13:37.5N;042:31.0E;Bulk Carrier;Liberia;Steaming;Attempted;4;4;;0;0;0;0;0;0;Pirates in five skiffs approached the ship from the port quarter, port bow and stbd bow with intent to board. Ship raised alarm, sent distress messages, took evasive manoeuvres and fired rocket flares to warn other ships. Coalition forces contacted and a warship was dispatched. After 35 minutes, the pirates aborted the attempted attack due to the crew alertness. Crew noticed six armed pirates in two skiffs. The other three skiffs had about three to four pirates.;13.6180555556;42.5166666667;5.0;pirates in five skiffs approached the ship from the port quarter, port bow and stbd bow with intent to board. ship raised alarm, sent distress messages, took evasive manoeuvres and fired rocket flares to warn other ships. coalition forces contacted and a warship was dispatched. after 35 minutes, the pirates aborted the attempted attack due to the crew alertness. crew noticed six armed pirates in two skiffs. the other three skiffs had about three to four pirates.;0;0;141.780466014;24.9512828305;5.0;4.0;G;767.655779327
2010;22;3;;BCD;14:56.4N;055:01.6E;Tanker;Liberia;Steaming;Fired upon;-1;-1;;0;0;0;0;0;0;Six armed pirates in a speedboat chased and fired upon the tanker underway with intent to hijack. They attempted to board the ship from the port quarter while firing at the superstructure. Master raised alarm, fired rocket flares, increased speed and took evasive manoeuvres. The pirates aborted the attack after around 20 minutes. No injuries to crew. Tanker sustained some damages.;14.9344444444;55.0183333333;6.0;six armed pirates in a speedboat chased and fired upon the tanker underway with intent to hijack. they attempted to board the ship from the port quarter while firing at the superstructure. master raised alarm, fired rocket flares, increased speed and took evasive manoeuvres. the pirates aborted the attack after around 20 minutes. no injuries to crew. tanker sustained some damages.;0;0;247.478309355;223.017021326;7.0;27.0;G;534.360060403
2010;26;3;;BCD;12:32.2N;044:45.1E;Chemical Tanker;Liberia;Steaming;Attempted;3;3;;0;0;0;0;0;0;Pirates in a skiff approached the tanker underway at distance of around two NM. Tanker increased speed to 16.2 knots as the skiff continued to approach. At a distance of less than a mile, master and security onboard noticed three pirates on the skiff and due to persistence of approach the guards fired warnings shots. Skiff continued to approach the tanker and the armed guards fired about 30 warnings shots until the pirates abandoned the approach. The skiff stopped, turned around and rejoined two other skiffs. Coalition forces informed and a helicopter came to the location to investigate the activities of the three skiffs.;12.5338888889;44.7502777778;6.0;pirates in a skiff approached the tanker underway at distance of around two nm. tanker increased speed to 16.2 knots as the skiff continued to approach. at a distance of less than a mile, master and security onboard noticed three pirates on the skiff and due to persistence of approach the guards fired warnings shots. skiff continued to approach the tanker and the armed guards fired about 30 warnings shots until the pirates abandoned the approach. the skiff stopped, turned around and rejoined two other skiffs. coalition forces informed and a helicopter came to the location to investigate the activities of the three skiffs.;0;0;37.0676759733;22.8220970649;3.0;8.0;G;500.596331121
2010;26;3;;BCD;13:15.4N;049:11.4E;Chemical Tanker;Norway;Steaming;Fired upon;6;6;;0;0;0;0;0;0;Six pirates in a skiff chased the tanker underway. They fired upon the tanker and attempted to board. Master enforced anti piracy measures, contacted coalition forces, increased speed and took evasive manoeuvres. Finally, the pirates aborted the attempted boarding.;13.2511111111;49.1844444444;6.0;six pirates in a skiff chased the tanker underway. they fired upon the tanker and attempted to board. master enforced anti piracy measures, contacted coalition forces, increased speed and took evasive manoeuvres. finally, the pirates aborted the attempted boarding.;0;0;463.609536593;103.172283074;5.0;16.0;G;217.693066081
2010;28;3;;BCD;13:08N;048:45E;Chemical Tanker;Italy;Steaming;Fired upon;4;4;;0;0;0;0;0;0;Four pirates in a skiff armed with machine guns chased and fired upon a tanker underway. Alarm raised, SSAS alert sent out and coalition forces contacted. A warship advised it would arrive at location within 40 minutes. Tanker increased speed, adopted evasive manoeuvres and evaded the boarding. Later, warship arrived and pursued the pirate boat.;13.1333333333;48.75;6.0;four pirates in a skiff armed with machine guns chased and fired upon a tanker underway. alarm raised, ssas alert sent out and coalition forces contacted. a warship advised it would arrive at location within 40 minutes. tanker increased speed, adopted evasive manoeuvres and evaded the boarding. later, warship arrived and pursued the pirate boat.;1;0;415.56638633;100.399727309;4.0;15.0;G;209.616437798
2010;3;4;;BCD;13:51.7N;051:05.1E;Chemical Tanker;Denmark;Steaming;Fired upon;-1;-1;;0;0;0;0;0;1;Pirates armed with RPG and automatic guns chased and opened fire on a chemical tanker.  The tanker enforced anti piracy measures, made evasive manoeuvres and requested for assistance. The IMB Piracy Reporting Centre relayed the request to the authorities. A military aircraft arrived at location and circled the tanker.  Tanker evaded the attack and continued passage.;13.8519444444;51.0836111111;7.0;pirates armed with rpg and automatic guns chased and opened fire on a chemical tanker.  the tanker enforced anti piracy measures, made evasive manoeuvres and requested for assistance. the imb piracy reporting centre relayed the request to the authorities. a military aircraft arrived at location and circled the tanker.  tanker evaded the attack and continued passage.;1;0;465.425701894;140.002643143;6.0;19.0;G;225.884375907
2010;4;4;;BCD;13:58.8N;051:25.0E;Chemical Tanker;Iran;Steaming;Attempted;-1;-1;;0;0;0;0;0;0;Pirates in skiffs chased the tanker underway. The tanker reported to the coalition forces and made evasive manoeuvres. The ship managed to evade the attack.;13.9688888889;51.4166666667;7.0;pirates in skiffs chased the tanker underway. the tanker reported to the coalition forces and made evasive manoeuvres. the ship managed to evade the attack.;0;0;432.026577341;136.179660528;6.0;20.0;G;238.785700685
2010;6;4;;BCD;14:06.0N;051:51.8E;Vehicle Carrier;Panama;Steaming;Attempted;-1;-1;;0;0;0;0;0;0;Pirates in skiffs attempted to board ship underway. The master reported the incident to the coalition forces and enforced anti piracy measures. Skiffs aborted the chase.;14.1;51.8522222222;7.0;pirates in skiffs attempted to board ship underway. the master reported the incident to the coalition forces and enforced anti piracy measures. skiffs aborted the chase.;0;0;391.614097499;135.968718033;6.0;21.0;G;260.918959157
2010;14;4;;BCD;12:42N;047:23E;General Cargo;Thailand;Steaming;Fired upon;7;7;;0;0;0;0;0;1;Seven pirates armed with RPG and guns chased and fired upon the ship underway. Master made evasive manoeuvres and contacted warship for assistance. Due to evasive manoeuvres ship escaped the attack. A coalition warship intercepted the pirate skiff. Ship sustained damages from machine gun and RPG fire.;12.7;47.3833333333;7.0;seven pirates armed with rpg and guns chased and fired upon the ship underway. master made evasive manoeuvres and contacted warship for assistance. due to evasive manoeuvres ship escaped the attack. a coalition warship intercepted the pirate skiff. ship sustained damages from machine gun and rpg fire.;1;0;266.354320518;101.67665014;4.0;13.0;G;249.553582257
2010;25;4;;BCD;13:48N;043:00E;Chemical Tanker;Yemen;Steaming;Attempted;4;4;;0;0;0;0;0;0;Two skiffs were sighted at a distance of one NM from the tanker underway. Suddenly, one skiff with high speed approached and came very close to the tanker. Four pirates armed with guns and an aluminium ladder was seen in the skiffs. Security personal onboard fired several warning shots in the air but the pirates kept approaching. Finally the security personal fired closed to the skiffs and the pirates aborted the attempted attack.;13.8;43.0;8.0;two skiffs were sighted at a distance of one nm from the tanker underway. suddenly, one skiff with high speed approached and came very close to the tanker. four pirates armed with guns and an aluminium ladder was seen in the skiffs. security personal onboard fired several warning shots in the air but the pirates kept approaching. finally the security personal fired closed to the skiffs and the pirates aborted the attempted attack.;1;0;114.5563022;24.5071993709;5.0;5.0;G;725.652662262
2010;25;4;;BCD;13:46.2N;042:57.7E;Bulk Carrier;India;Steaming;Attempted;-1;-1;;0;0;0;0;0;0;Pirate boats chased and attempted to board the ship underway. Master increased speed and carried out evasive manoeuvres. After about 80 minutes, pirates aborted the attempt and moved away.;13.7672222222;42.9519444444;8.0;pirate boats chased and attempted to board the ship underway. master increased speed and carried out evasive manoeuvres. after about 80 minutes, pirates aborted the attempt and moved away.;0;0;117.973841662;30.8037632398;5.0;5.0;G;729.144251704
2010;1;5;;BCD;12:04N;044:04E;;Yemen;Steaming;Fired upon;-1;-1;;0;0;0;0;0;0;Pirates fired upon a Yemeni vessel underway. The Yemeni coast guard exchanged fire with the pirates and the pirates aborted the attack.;12.0666666667;44.0666666667;9.0;pirates fired upon a yemeni vessel underway. the yemeni coast guard exchanged fire with the pirates and the pirates aborted the attack.;0;0;101.632136028;59.3388452559;3.0;7.0;G;562.758856591
2010;5;5;;BCD;13:06N;048:37E;Passenger Ship;Panama;Steaming;Fired upon;-1;-1;;0;0;0;0;0;0;Pirates in skiffs approached the ship underway and opened fire at her. Ship sent a distress message, contacted coalition warships, enforced anti piracy measures and finally managed to evade the attack.;13.1;48.6166666667;9.0;pirates in skiffs approached the ship underway and opened fire at her. ship sent a distress message, contacted coalition warships, enforced anti piracy measures and finally managed to evade the attack.;0;0;400.875490549;100.750668944;4.0;15.0;G;209.689704417
2010;12;5;;BCD;12:27.7N;043:43.4E;General Cargo;Panama;Steaming;Attempted;-1;-1;;0;0;0;0;0;0;After exiting the IRTC the ship was attacked by a skiff with three persons on board. The ship noticed another four skiffs with pirates and ladders in the vicinity. Master immediately raised alarm, increased speed, activated fire hoses and called naval warships in the vicinity. Finally, the ship managed to evade the attack. The skiffs then attacked and fired upon another vessel.;12.4519444444;43.7177777778;9.0;after exiting the irtc the ship was attacked by a skiff with three persons on board. the ship noticed another four skiffs with pirates and ladders in the vicinity. master immediately raised alarm, increased speed, activated fire hoses and called naval warships in the vicinity. finally, the ship managed to evade the attack. the skiffs then attacked and fired upon another vessel.;0;0;114.744999466;26.9940085683;3.0;6.0;G;607.57722381
2010;25;5;;BCD;14:25.6N;054:22.3E;Tanker;Marshall Islands;Steaming;Attempted;-1;-1;;0;0;0;0;0;0;Pirates armed with guns in a skiff chased and attempted to board the tanker underway. Master increased speed, carried out evasive manoeuvres and raised alarm. Pirates aborted the attempted attack after 30 minutes and moved away.;14.4183333333;54.3675;10.0;pirates armed with guns in a skiff chased and attempted to board the tanker underway. master increased speed, carried out evasive manoeuvres and raised alarm. pirates aborted the attempted attack after 30 minutes and moved away.;1;0;282.655957008;192.133424693;6.0;25.0;G;443.950474549
2010;30;5;;BCD;13:06.00N;048:42.00E;Bulk Carrier;Malta;Steaming;Fired upon;7;7;;0;0;0;0;0;0;"About six to seven pirates armed with machine guns in a speed boat chased and fired upon the ship underway. Master raised alarm, contacted warships; crew mustered and activated fire hoses. Pirates attempted to board the ship using aluminium ladder but failed and later aborted the attempted attack.  A warship sent a helicopter to the location.";13.1;48.7;10.0;"about six to seven pirates armed with machine guns in a speed boat chased and fired upon the ship underway. master raised alarm, contacted warships; crew mustered and activated fire hoses. pirates attempted to board the ship using aluminium ladder but failed and later aborted the attempted attack.  a warship sent a helicopter to the location.";1;0;409.890068776;102.613370313;4.0;15.0;G;207.283648588
2010;2;6;;BCD;12:36.04N;043:28.04E;Chemical Tanker;Yemen;Steaming;Attempted;-1;-1;;0;0;0;0;0;0;A white hulled boat with four armed pirates approached the tanker underway. The security team onboard the tanker fired warning shots in the air resulting in the pirates aborting the attempted attack.;12.6011111111;43.4677777778;11.0;a white hulled boat with four armed pirates approached the tanker underway. the security team onboard the tanker fired warning shots in the air resulting in the pirates aborting the attempted attack.;0;1;117.156369593;8.02459770188;4.0;6.0;G;637.617087926
2010;3;6;;BCD;12:17N;044:11E;Bulk Carrier;Panama;Steaming;Attempted;-1;-1;;0;0;0;0;0;0;Armed pirates in five skiffs approached the ship underway. Ship activated general alarm mustered crew and made evasive manoeuvres. The pirates attempted to board the ship twice in three hours time. Later, as the ship approached the Bab El Mandeb straits the pirates aborted the attempt.;12.2833333333;44.1833333333;11.0;armed pirates in five skiffs approached the ship underway. ship activated general alarm mustered crew and made evasive manoeuvres. the pirates attempted to board the ship twice in three hours time. later, as the ship approached the bab el mandeb straits the pirates aborted the attempt.;0;1;100.620815886;36.8910489651;3.0;7.0;G;554.263940064
2010;4;6;;BCD;13:21N;042:48E;General Cargo;Pakistan;Steaming;Attempted;6;6;;0;0;0;0;0;0;Two white hulled boats with six pirates in the boat approached the ship underway. Master took evasive action, raised general alarm, mustered all crew and activated fire hoses. The pirates aborted the attempted attack.;13.35;42.8;11.0;two white hulled boats with six pirates in the boat approached the ship underway. master took evasive action, raised general alarm, mustered all crew and activated fire hoses. the pirates aborted the attempted attack.;0;1;164.746662381;30.1534003614;5.0;5.0;G;729.233422743
2010;7;6;;BCD;13:23N;042:46E;Chemical Tanker;Marshall Islands;Steaming;Fired upon;-1;-1;;0;0;0;0;0;0;Pirates in two skiffs chased and fired upon the tanker underway with intent to hijack. They attempted to board the tanker using ladder. Tanker took evasive manoeuvres and finally managed to evade the hijacking. One skiff was green in colour and the other white.;13.3833333333;42.7666666667;11.0;pirates in two skiffs chased and fired upon the tanker underway with intent to hijack. they attempted to board the tanker using ladder. tanker took evasive manoeuvres and finally managed to evade the hijacking. one skiff was green in colour and the other white.;0;1;161.434746185;28.9633518827;5.0;5.0;G;733.79287038
