"";"longitude";"latitude";"id"
"1128";53,976494;26,5688736;25208
"1138";53,9798744;26,5681992;25208
"1148";53,987564;26,5665466;25208
"1158";53,9926961;26,56468;25208
"1168";53,996101;26,5675772;25208
"1178";54,0020723;26,5718293;25208
"1188";54,0062426;26,5729173;25208
"1198";54,0021396;26,5713986;25208
"1208";54,0015756;26,5703756;25208
"1218";53,9988457;26,5680485;25208
"1228";53,9966934;26,5648363;25208
"1238";54,0054507;26,5676142;25208
"1248";54,0119172;26,569569;25208
"1258";54,009431;26,5721164;25208
"1268";54,0129905;26,5646188;25208
"1278";54,0173385;26,5628538;25208
"1288";54,0191752;26,5620244;25208
"1298";54,022333;26,5627307;25208
"1308";54,0235935;26,5597708;25208
"1318";54,0236344;26,5563905;25208
"1328";54,0240915;26,5441547;25208
"1338";54,027722;26,5378658;25208
"14362";53,3065604;12,5316796;36892
"14372";53,3067406;12,5325608;36892
"14382";53,3065224;12,5335606;36892
"14392";53,3066097;12,5344714;36892
"14402";53,3063821;12,5353398;36892
"14412";53,3055362;12,535847;36892
"14422";53,3059667;12,5361451;36892
"14432";53,3060957;12,5367431;36892
"14442";53,3057998;12,5371078;36892
"14452";53,3063271;12,536919;36892
"14462";53,3069852;12,5368783;36892
"14472";53,3072602;12,5371893;36892
"14482";53,3079297;12,5376503;36892
"14492";53,308254;12,538115;36892
"14502";53,3086049;12,5385593;36892
"14512";53,3092422;12,5390351;36892
"14522";53,3099496;12,5389833;36892
"14532";53,3103612;12,5392573;36892
"14542";53,3101867;12,539722;36892
"14552";53,3106495;12,5402311;36892
"14562";53,3113417;12,5402792;36892
"14572";53,3118879;12,5403848;36892
"14582";53,3125442;12,540618;36892
"14592";53,3130013;12,5407606;36892
"14602";53,313428;12,5407458;36892
"14612";53,3137258;12,5407162;36892
"14622";53,3144616;12,5406902;36892
"14632";53,3153246;12,5408846;36892
"14642";53,3161496;12,5412882;36892
"14652";53,3165289;12,5414585;36892
"14662";53,3170429;12,5417992;36892
"14672";53,3172155;12,5423509;36892
"14682";53,3176119;12,5428285;36892
"14692";53,3180235;12,5432155;36892
"14702";53,3180937;12,5436024;36892
"14712";53,3187461;12,543545;36892
"14722";53,3192942;12,5438209;36892
"14732";53,3198409;12,5434046;36892
"14742";53,3206488;12,5432269;36892
"14752";53,320867;12,5430788;36892
"14762";53,3212273;12,5429881;36892
"14772";53,3217754;12,5427918;36892
"14782";53,3223141;12,5428955;36892
"14792";53,322591;12,5428807;36892
"14802";53,3230575;12,5428196;36892
"14812";53,3232775;12,5432121;36892
"14822";53,3234293;12,5427437;36892
"14832";53,323636;12,541955;36892
"14842";53,3239983;12,541046;36892
"14852";53,3250395;12,5408479;36892
"14862";53,3258455;12,5403073;36892
"14872";53,3271239;12,5404295;36892
"14882";53,3278806;12,5398241;36892
"14892";53,3285748;12,5391428;36892
"14902";53,32969;12,5384708;36892
"14912";53,3309664;12,5382708;36892
"14922";53,3323718;12,5376987;36892
"14932";53,3339061;12,5378394;36892
"14942";53,3352679;12,5371452;36892
"14952";53,3367416;12,5375469;36892
"14962";53,3375704;12,5373988;36892
"14972";53,3387216;12,5376913;36892
"14982";53,3403944;12,5385781;36892
"14992";53,3419079;12,5395075;36892
"15002";53,3432773;12,5398278;36892
"15012";53,3446163;12,5399259;36892
"15022";53,3458339;12,540324;36892
"15032";53,3472658;12,5403369;36892
"15042";53,3477115;12,5408646;36892
"15052";53,3487092;12,5408627;36892
"15062";53,3498604;12,541009;36892
"15072";53,3507177;12,5417625;36892
"15082";53,3513473;12,5420272;36892
"15092";53,3523089;12,5414274;36892
"15102";53,3540936;12,5414441;36892
"15112";53,3557057;12,5418606;36892
"15122";53,3571149;12,5424271;36892
"15132";53,3584615;12,5431454;36892
"15142";53,3594572;12,5433676;36892
"15152";53,3604245;12,5431917;36892
"15162";53,361974;12,5433972;36892
"15172";53,3635293;12,5435157;36892
"15182";53,3648891;12,5433343;36892
"15192";53,3664216;12,543973;36892
"15202";53,3679654;12,5442637;36892
"15212";53,3689327;12,5452763;36892
"15222";53,3701219;12,5459909;36892
"15232";53,3711802;12,5462594;36892
"15242";53,3724642;12,5460187;36892
"15252";53,374211;12,5462853;36892
"15262";53,3754153;12,5466981;36892
"15272";53,3763655;12,5469925;36892
"15282";53,3769459;12,5473387;36892
"15292";53,3776799;12,5476516;36892
"15302";53,3784821;12,5481792;36892
"15312";53,3797699;12,548418;36892
"15322";53,3812815;12,5487605;36892
"15332";53,3826981;12,5492558;36892
"15342";53,3844791;12,549837;36892
"15352";53,386244;12,5509393;36892
"15362";53,3879257;12,5528531;36893
"15372";53,3890388;12,5538637;36893
"15382";53,3898649;12,5548481;36893
"15392";53,3905471;12,5556906;36893
"15402";53,3913112;12,5565399;36893
"15412";53,3922414;12,5574818;36893
"15422";53,3933116;12,5583039;36893
"15432";53,3947439;12,5592647;36893
"15442";53,396093;12,5624587;36893
"15452";53,397273;12,5657513;36893
"15462";53,3978051;12,567547;36893
"15472";53,3985847;12,5706159;36893
"15482";53,3990195;12,5732506;36893
"15492";53,3995634;12,5769071;36893
"15502";53,3997731;12,5807713;36893
"15512";53,3998348;12,5846418;36893
"15522";53,3995923;12,5889114;36893
"15532";53,3992977;12,5925864;36893
"15542";53,3991153;12,5939653;36893
"15552";53,3993979;12,5950038;36893
"15562";53,3993458;12,5960775;36893
"15572";53,398947;12,5970828;36893
"15582";53,3987245;12,5975483;36893
"15592";53,3987807;12,5982895;36893
"15602";53,3987546;12,5988449;36893
"15612";53,3989189;12,5996507;36893
"15622";53,3991038;12,6004283;36893
"15632";53,399049;12,6012319;36893
"15642";53,3986663;12,6017208;36893
"15652";53,3988446;12,6026537;36893
"15662";53,3992114;12,6036648;36893
"15672";53,3988586;12,6041655;36893
"15682";53,3986703;12,604893;36893
"15692";53,3986943;12,6054485;36893
"15702";53,3989849;12,6061897;36893
"15712";53,3998647;12,6066982;36893
"15722";53,400009;12,6076936;36893
"15732";53,4002434;12,6082197;36893
"15742";53,400542;12,6088983;36893
"15752";53,4008025;12,6094948;36893
"15762";53,4011773;12,6103377;36893
"15772";53,4012735;12,6111473;36893
"15782";53,4012555;12,6119218;36893
"15792";53,4011232;12,613013;36893
"15802";53,4014178;12,6138305;36893
"15812";53,4017124;12,6143096;36893
"15822";53,4024979;12,6146812;36893
"15832";53,4028326;12,6161636;36893
"15842";53,4029348;12,6172235;36893
"15852";53,4028587;12,6181485;36893
"15862";53,4027965;12,6190051;36893
"15872";53,4030571;12,6196817;36893
"15882";53,4034018;12,620509;36893
"15892";53,4041392;12,6214496;36893
"15902";53,4041072;12,6220695;36893
"15912";53,404045;12,6224646;36893
"15922";53,4039909;12,6228205;36893
"15932";53,4035881;12,6234619;36893
"15942";53,4032474;12,6241209;36893
"15952";53,4033757;12,6244553;36893
"15962";53,4029368;12,6250459;36893
"15972";53,4028827;12,6260589;36893
"15982";53,4024559;12,6269545;36893
"15992";53,4024498;12,6276194;36893
"16002";53,4022835;12,628474;36893
"16012";53,4022595;12,6292464;36893
"16022";53,4019709;12,6297901;36893
"16032";53,4021172;12,6304862;36893
"16042";53,4018466;12,6310318;36893
"16052";53,4017905;12,6319861;36893
"16062";53,402041;12,6328739;36893
"16072";53,4023877;12,6333198;36893
"16082";53,4021372;12,6336639;36893
"16092";53,4014959;12,6343855;36893
"16102";53,401025;12,6342134;36893
"16112";53,4011011;12,6344559;36893
"16122";53,4012254;12,6347414;36893
"16132";53,40153;12,6352264;36893
"16142";53,4014819;12,635815;36893
"16152";53,4014639;12,6363645;36893
"16162";53,4012835;12,6370078;36893
"16172";53,4011212;12,6374361;36893
"16182";53,4013737;12,6379465;36893
"16192";53,4012555;12,6383375;36893
"16202";53,4010591;12,6390963;36893
"16212";53,4011552;12,6398159;36893
"16222";53,4013216;12,6404944;36893
"16232";53,4012254;12,640952;36893
"16242";53,4014338;12,6416403;36893
"16252";53,4012595;12,6428292;36893
"16262";53,4006322;12,643496;36893
"16272";53,4002073;12,6444639;36893
"16282";53,4000591;12,6456137;36893
"16292";53,3998246;12,646038;36893
"16302";53,4002494;12,6468945;36893
"16312";53,4001813;12,6478722;36893
"16322";53,4001492;12,6486935;36893
"16332";53,4001212;12,6496066;36893
"16342";53,3997124;12,65016;36893
"16352";53,3992013;12,6510497;36893
"16362";53,3984679;12,6521193;36894
"16372";53,3980089;12,6523872;36894
"16382";53,3971813;12,6528271;36894
"16392";53,3968145;12,6534176;36894
"16402";53,3975059;12,6541509;36894
"16412";53,3978426;12,6545967;36894
"16422";53,3978586;12,6551286;36894
"16432";53,3984679;12,6554922;36894
"16442";53,3995801;12,65559;36894
"16452";53,4001031;12,6560534;36894
"16462";53,4007685;12,6559635;36894
"16472";53,401528;12,6561453;36894
"16482";53,4024659;12,6563037;36894
"16492";53,4029448;12,6566322;36894
"16502";53,4036462;12,6567065;36894
"16512";53,4041913;12,6568884;36894
"16522";53,4048386;12,6572872;36894
"16532";53,4051873;12,6578367;36894
"16542";53,4054819;12,6577663;36894
"16552";53,4062174;12,6580166;36894
"16562";53,4068447;12,658349;36894
"16572";53,4073497;12,6583392;36894
"16582";53,407995;12,6582434;36894
"16592";53,4084839;12,658699;36894
"16602";53,4091934;12,6591858;36894
"16612";53,4095761;12,6594733;36894
"16622";53,4099669;12,6599406;36894
"16632";53,410518;12,660228;36894
"16642";53,4110391;12,6605897;36894
"16652";53,4113277;12,6610356;36894
"16662";53,4118808;12,6615263;36894
"16672";53,4125902;12,6614716;36894
"16682";53,4133293;12,6618491;36894
"16692";53,4134596;12,6624181;36894
"16702";53,4139318;12,6625624;36894
"16712";53,4143654;12,6628072;36894
"16722";53,4147942;12,6629675;36894
"16732";53,4150708;12,6635072;36894
"16742";53,4156159;12,6637242;36894
"16752";53,416177;12,6640624;36894
"16762";53,4167582;12,6643225;36894
"16772";53,4173814;12,6641504;36894
"16782";53,4179646;12,6639823;36894
"16792";53,4185638;12,6643069;36894
"16802";53,4195217;12,6644183;36894
"16812";53,4201851;12,6648289;36894
"16822";53,4206199;12,6647781;36894
"16832";53,4212612;12,6647057;36894
"16842";53,42165;12,665044;36894
"16852";53,4217762;12,66548;36894
"16862";53,4224977;12,665523;36894
"16872";53,4228243;12,6658437;36894
"16882";53,4233153;12,6659121;36894
"16892";53,423648;12,6661389;36894
"16902";53,4240838;12,6662526;36894
"16912";53,4246489;12,6665849;36894
"16922";53,4250637;12,6669701;36894
"16932";53,4258493;12,6668059;36894
"16942";53,4265908;12,6667531;36894
"16952";53,4272281;12,6671031;36894
"16962";53,4278052;12,6675587;36894
"16972";53,4283102;12,6675723;36894
"16982";53,4288153;12,6669897;36894
"16992";53,4291279;12,6674589;36894
"17002";53,4293944;12,6682019;36894
"17012";53,4299495;12,6676994;36894
"17022";53,4302221;12,66776;36894
"17032";53,4309475;12,6680045;36894
"17042";53,4313103;12,6685324;36894
"17052";53,4318934;12,6687553;36894
"17062";53,4322281;12,6691835;36894
"17072";53,4329435;12,6691795;36894
"17082";53,4337993;12,669031;36894
"17092";53,4340898;12,6694513;36894
"17102";53,4350618;12,669817;36894
"17112";53,4358153;12,6699304;36894
"17122";53,4365768;12,6700183;36894
"17132";53,4369355;12,6704661;36894
"17142";53,4379556;12,6707359;36894
"17152";53,439134;12,6707828;36894
"17162";53,4398233;12,6706284;36894
"17172";53,4406089;12,6706362;36894
"17182";53,4412021;12,6708317;36894
"17192";53,4418173;12,6707379;36894
"17202";53,44216;12,6709001;36894
"17212";53,4427532;12,6709021;36894
"17222";53,4431039;12,6705208;36894
"17232";53,4434025;12,6707046;36894
"17242";53,4440298;12,6704074;36894
"17252";53,4444286;12,6701083;36894
"17262";53,4448975;12,6697466;36894
"17272";53,4455548;12,6697778;36894
"17282";53,4459456;12,6691522;36894
"17292";53,4468294;12,6687807;36894
"17302";53,4482362;12,6683271;36894
"17312";53,450118;12,6681257;36894
"17322";53,452106;12,6684639;36894
"17332";53,453613;12,6689273;36894
"17342";53,455126;12,668503;36894
"17352";53,4578453;12,6687555;36894
"17362";53,4595768;12,6691758;36895
"17372";53,4610337;12,6697839;36895
"17382";53,462138;12,6703881;36895
"17392";53,4631019;12,670218;36895
"17402";53,4634085;12,6701515;36895
"17412";53,4649456;12,6701065;36895
"17422";53,4659957;12,670785;36895
"17432";53,4671139;12,6714146;36895
"17442";53,4683183;12,6725153;36895
"17452";53,4695471;12,674204;36895
"17462";53,4707094;12,6757232;36895
"17472";53,4721383;12,6771192;36895
"17482";53,4727956;12,6781281;36895
"17492";53,4735792;12,6784565;36895
"17502";53,4742966;12,6798193;36895
"17512";53,4752004;12,6811683;36895
"17522";53,4758016;12,6823003;36895
"17532";53,4767816;12,6841675;36895
"17542";53,4768998;12,6858371;36895
"17552";53,4787936;12,6858606;36895
"17562";53,4804469;12,6865234;36895
"17572";53,4818037;12,6881344;36895
"17582";53,4834165;12,6893492;36895
"17592";53,4844608;12,6911145;36895
"17602";53,4849072;12,6928495;36895
"17612";53,4848519;12,6948899;36895
"17622";53,4848448;12,6965115;36895
"17632";53,4854643;12,6978301;36895
"17642";53,4854913;12,6987936;36895
"17652";53,4854247;12,6997087;36895
"17662";53,4860935;12,6994212;36895
"17672";53,4863656;12,6989636;36895
"17682";53,4870274;12,6985199;36895
"17692";53,4894451;12,6987521;36895
"17702";53,4927159;12,70245;36895
"17712";53,4954795;12,7066285;36895
"17722";53,4932069;12,7042317;36895
"17732";53,4949744;12,7075982;36895
"17742";53,4986701;12,7114398;36895
"17752";53,503111;12,7124622;36895
"17762";53,5064477;12,7119481;36895
"17772";53,5110381;12,7123403;36895
"17782";53,5142746;12,7125651;36895
"17792";53,5189736;12,7127238;36895
"17802";53,5229375;12,7121882;36895
"17812";53,5260498;12,7117522;36895
"17822";53,5270197;12,7117342;36895
"17832";53,5273043;12,7119444;36895
"17842";53,5279901;12,7121266;36895
"17852";53,5288217;12,7117024;36895
"17862";53,5295632;12,7118431;36895
"17872";53,5300121;12,7117688;36895
"17882";53,5311384;12,7118744;36895
"17892";53,53196;12,7117454;36895
"17902";53,5324731;12,7119956;36895
"17912";53,5328578;12,711632;36895
"17922";53,5339159;12,7116125;36895
"17932";53,5345357;12,7120443;36895
"17942";53,535179;12,7122828;36895
"17952";53,535682;12,7122711;36895
"17962";53,5363313;12,7119915;36895
"17972";53,5371509;12,7120834;36895
"17982";53,5376379;12,712447;36895
"17992";53,5382632;12,7125076;36895
"18002";53,5387522;12,7127246;36895
"18012";53,5394075;12,7128106;36895
"18022";53,5399706;12,7127872;36895
"18032";53,5408644;12,7126758;36895
"18042";53,541153;12,7127461;36895
"18052";53,5417241;12,7128967;36895
"18062";53,5423674;12,7129358;36895
"18072";53,5425518;12,7134831;36895
"18082";53,5430848;12,7136063;36895
"18092";53,5429045;12,7130218;36895
"18102";53,5437001;12,7126015;36895
"18112";53,5441911;12,7124881;36895
"18122";53,5445458;12,7120991;36895
"18132";53,5452372;12,7123376;36895
"18142";53,5458885;12,7121694;36895
"18152";53,546171;12,7116514;36895
"18162";53,5478704;12,710932;36895
"18172";53,5495739;12,710713;36895
"18182";53,550664;12,7108988;36895
"18192";53,5516661;12,7112858;36895
"18202";53,5522532;12,7111236;36895
"18212";53,5525538;12,7108245;36895
"18222";53,5530328;12,7105312;36895
"18232";53,5532011;12,7101227;36895
"18242";53,5539346;12,7100034;36895
"18252";53,5542793;12,7098861;36895
"18262";53,5549446;12,7096183;36895
"18272";53,5555158;12,7098196;36895
"18282";53,5561691;12,7097825;36895
"18292";53,5566541;12,7094893;36895
"18302";53,5574056;12,7092312;36895
"18312";53,5583695;12,7087229;36895
"18322";53,5590549;12,7084707;36895
"18332";53,5596962;12,7077318;36895
"18342";53,5622353;12,70616;36895
"18352";53,564981;12,7045926;36895
"18362";53,5655381;12,7044245;36896
"18372";53,5661794;12,7042173;36896
"18382";53,5668046;12,7042212;36896
"18392";53,5672295;12,7037813;36896
"18402";53,5680231;12,7037872;36896
"18412";53,568494;12,7037422;36896
"18422";53,5690451;12,7038048;36896
"18432";53,5698127;12,7031655;36896
"18442";53,5706503;12,7029974;36896
"18452";53,5713437;12,7026709;36896
"18462";53,5725161;12,7021235;36896
"18472";53,5735642;12,7016485;36896
"18482";53,5748147;12,7010365;36896
"18492";53,576821;12,7002541;36896
"18502";53,5802638;12,6996992;36896
"18512";53,5812841;12,7004631;36896
"18522";53,5814544;12,7008092;36896
"18532";53,5819414;12,700774;36896
"18542";53,5826669;12,7009401;36896
"18552";53,5831238;12,7009597;36896
"18562";53,5834825;12,701034;36896
"18572";53,5839735;12,7012901;36896
"18582";53,5842861;12,7014191;36896
"18592";53,5845927;12,7014406;36896
"18602";53,5850456;12,7013096;36896
"18612";53,5855507;12,7013311;36896
"18622";53,5859815;12,7010985;36896
"18632";53,5866388;12,7008815;36896
"18642";53,5873382;12,7008385;36896
"18652";53,5886148;12,7003419;36896
"18662";53,5894264;12,7002207;36896
"18672";53,5898894;12,7002676;36896
"18682";53,5905667;12,7003556;36896
"18692";53,5912962;12,7003634;36896
"18702";53,5928794;12,6997593;36896
"18712";53,5942341;12,6993546;36896
"18722";53,5952762;12,6990516;36896
"18732";53,5959415;12,6991122;36896
"18742";53,5967972;12,6988209;36896
"18752";53,5978634;12,6984319;36896
"18762";53,5991699;12,6979258;36896
"18772";53,6006369;12,6977498;36896
"18782";53,6028052;12,697177;36896
"18792";53,6055087;12,6966315;36896
"18802";53,6068153;12,6972083;36896
"18812";53,6083584;12,6974507;36896
"18822";53,6095929;12,6975445;36896
"18832";53,6115668;12,6974311;36896
"18842";53,6142782;12,6972141;36896
"18852";53,6159596;12,6975172;36896
"18862";53,6173885;12,6981877;36896
"18872";53,6183524;12,6987175;36896
"18882";53,6192202;12,6993744;36896
"18892";53,6206991;12,6997028;36896
"18902";53,6217412;12,6997107;36896
"18912";53,6241581;12,6995895;36896
"18922";53,626124;12,6995054;36896
"18932";53,6282463;12,6997302;36896
"18942";53,6300739;12,7000489;36896
"18952";53,6306811;12,7001662;36896
"18962";53,6332924;12,6998944;36896
"18972";53,6369442;12,7001235;36896
"18982";53,6416148;12,7002202;36896
"18992";53,6440039;12,7017574;36896
"19002";53,6456506;12,7025426;36896
"19012";53,6475494;12,7026781;36896
"19022";53,6495418;12,7019067;36896
"19032";53,6528974;12,7001041;36896
"19042";53,6550566;12,6983338;36896
"19052";53,6574173;12,6966134;36896
"19062";53,6592009;12,695284;36896
"19072";53,6615657;12,6930474;36896
"19082";53,664209;12,6908715;36896
"19092";53,6662468;12,6893473;36896
"19102";53,6687378;12,687357;36896
"19112";53,6705575;12,6857363;36896
"19122";53,67279;12,6839239;36896
"19132";53,67479;12,6824732;36896
"19142";53,6768922;12,6808074;36896
"19152";53,6788621;12,6793078;36896
"19162";53,6811367;12,6776225;36896
"19172";53,6835175;12,6758217;36896
"19182";53,6857179;12,674154;36896
"19192";53,6874654;12,6727482;36896
"19202";53,6893953;12,6713248;36896
"19212";53,6917139;12,6694849;36896
"19222";53,6938943;12,6677937;36896
"19232";53,6960887;12,6661669;36896
"19242";53,699087;12,6638687;36896
"19252";53,7016462;12,6619496;36896
"19262";53,7045342;12,6597955;36896
"19272";53,7076517;12,6575999;36896
"19282";53,710174;12,6558993;36896
"19292";53,7136118;12,6536042;36896
"19302";53,7160775;12,6517735;36896
"19312";53,7192715;12,6494507;36896
"19322";53,7232535;12,6467628;36896
"19332";53,7262094;12,6447413;36896
"19342";53,7302866;12,641891;36896
"19352";53,7344068;12,6390673;36896
"19362";53,7365869;12,6375064;36897
"19372";53,7387532;12,6361101;36897
"19382";53,740647;12,6348469;36897
"19392";53,7429176;12,6333431;36897
"19402";53,745124;12,6319313;36897
"19412";53,7477132;12,6302906;36897
"19422";53,7498495;12,6288963;36897
"19432";53,7520479;12,6275939;36897
"19442";53,7552603;12,6256383;36897
"19452";53,7578515;12,6240328;36897
"19462";53,761084;12,6220811;36897
"19472";53,7649578;12,6200845;36897
"19482";53,7685129;12,6181699;36897
"19492";53,7699581;12,6165553;36897
"19502";53,7691617;12,6162815;36897
"19512";53,7688859;12,616575;36897
"19522";53,768914;12,6172302;36897
"19532";53,7676394;12,617195;36897
"19542";53,7676414;12,6162895;36897
"19552";53,7673528;12,6153234;36897
"19562";53,7666955;12,6149186;36897
"19572";53,7665633;12,6146624;36897
"19582";53,7670322;12,6144101;36897
"19592";53,7666735;12,613886;36897
"19602";53,7671725;12,613933;36897
"19612";53,767449;12,614418;36897
"19622";53,7677015;12,6147817;36897
"19632";53,7676314;12,6144199;36897
"19642";53,7676635;12,614238;36897
"19652";53,7676855;12,6138039;36897
"19662";53,7679921;12,6137081;36897
"19672";53,7683949;12,6131683;36897
"19682";53,7685212;12,6138117;36897
"19692";53,7687336;12,6144375;36897
"19702";53,7693428;12,6155131;36897
"19712";53,7702747;12,6160411;36897
"19722";53,7701404;12,616751;36897
"19732";53,7720241;12,6165194;36897
"19742";53,7758657;12,6147959;36897
"19752";53,7782364;12,6135032;36897
"19762";53,7819719;12,6117001;36897
"19772";53,7863688;12,6096975;36897
"19782";53,7897676;12,6080841;36897
"19792";53,7936975;12,6064471;36897
"19802";53,796944;12,6051525;36897
"19812";53,8008002;12,6036217;36897
"19822";53,8073544;12,6014677;36897
"19832";53,8153788;12,599164;36897
"19842";53,8286669;12,5970282;36897
"19852";53,8398295;12,597087;36897
"19862";53,8448203;12,5980637;36897
"19872";53,8487742;12,6000811;36897
"19882";53,8524731;12,6027451;36897
"19892";53,8552616;12,606062;36897
"19902";53,8583187;12,6098908;36897
"19912";53,8605717;12,6121835;36897
"19922";53,8650788;12,6167691;36897
"19932";53,8701244;12,6226356;36897
"19942";53,8728344;12,6305868;36897
"19952";53,8754901;12,6336473;36897
"19962";53,8776358;12,6380004;36897
"19972";53,8806851;12,6410567;36897
"19982";53,8841172;12,6432071;36897
"19992";53,8875434;12,6448439;36897
"20002";53,891183;12,6471756;36897
"20012";53,8975212;12,6472178;36897
"20022";53,9003748;12,6498455;36897
"20032";53,9050941;12,6504665;36897
"20042";53,9101837;12,6507974;36897
"20052";53,916253;12,6505865;36897
"20062";53,9192946;12,649351;36897
"20072";53,9234052;12,647145;36897
"20082";53,9284063;12,6449054;36897
"20092";53,9346974;12,6429382;36897
"20102";53,9391461;12,641689;36897
"20112";53,9433982;12,6404012;36897
"20122";53,9498207;12,6408706;36897
"20132";53,9543162;12,6403342;36897
"20142";53,9591482;12,6389613;36897
"20152";53,9612493;12,6407463;36897
"20162";53,9635757;12,641754;36897
"20172";53,9669598;12,6436084;36897
"20182";53,9720237;12,642842;36897
"20192";53,9752336;12,6458809;36897
"20202";53,9753189;12,6469459;36897
"20212";53,9752053;12,6479706;36897
"20222";53,9774479;12,6488725;36897
"20232";53,9806646;12,6494625;36897
"20242";53,9831325;12,6489385;36897
"20252";53,9861666;12,6478432;36897
"20262";53,9881914;12,6481665;36897
"20272";53,9912393;12,6478085;36897
"20282";53,9948363;12,6471957;36897
"20292";53,998171;12,6480365;36897
"20302";54,0058325;12,6488181;36897
"20312";54,0110862;12,6507507;36897
"20322";54,0154277;12,6528117;36897
"20332";54,0194047;12,6547723;36897
"20342";54,0224139;12,6556701;36897
"20352";54,0255862;12,6568975;36897
"20362";54,0288283;12,6593159;36898
"20372";54,0355129;12,6602026;36898
"20382";54,0405839;12,6613902;36898
"20392";54,0455374;12,6636365;36898
"20402";54,0488579;12,6653827;36898
"20412";54,0525097;12,6669676;36898
"20422";54,0566978;12,667529;36898
"20432";54,0611302;12,6696373;36898
"20442";54,0673918;12,6722806;36898
"20452";54,0705167;12,6741169;36898
"20462";54,0762631;12,6759822;36898
"20472";54,0793264;12,6784351;36898
"20482";54,0812322;12,680562;36898
"20492";54,080327;12,6823988;36898
"20502";54,0822451;12,681926;36898
"20512";54,0854468;12,6867665;36898
"20522";54,0864543;12,6903815;36898
"20532";54,0863988;12,6952719;36898
"20542";54,0884432;12,6999279;36898
"20552";54,0928318;12,7019717;36898
"20562";54,0965724;12,7005996;36898
"20572";54,098525;12,7001286;36898
"20582";54,1006064;12,6994692;36898
"20592";54,1025591;12,699375;36898
"20602";54,1046979;12,6997214;36898
"20612";54,1072476;12,6998355;36898
"20622";54,1091825;12,700182;36898
"20632";54,1104984;12,6998146;36898
"20642";54,1116501;12,6993237;36898
"20652";54,1135277;12,698612;36898
"20662";54,1152942;12,6971038;36898
"20672";54,1168928;12,6974073;36898
"20682";54,1196109;12,695964;36898
"20692";54,1212809;12,6948221;36898
"20702";54,1236412;12,6930846;36898
"20712";54,1267027;12,6917459;36898
"20722";54,1283227;12,6911598;36898
"20732";54,1299927;12,6893166;36898
"20742";54,1339194;12,6858835;36898
"20752";54,1403675;12,6799382;36898
"20762";54,146433;12,6749254;36898
"20772";54,1507031;12,6718271;36898
"20782";54,1559672;12,6685183;36898
"20792";54,1587819;12,6668968;36898
"20802";54,1636957;12,6651173;36898
"20812";54,1657235;12,6642589;36898
"20822";54,1773314;12,6642033;36898
"20832";54,1815117;12,6655348;36898
